text,확진자수_pred,확진자수_gt,완치자수_pred,완치자수_gt,사망여부_pred,사망여부_gt,집단감염_pred,집단감염_gt,백신관련_pred,백신관련_gt,방역지침_pred,방역지침_gt,경제지원_pred,경제지원_gt,마스크_pred,마스크_gt,국제기구_pred,국제기구_gt,병원관련_pred,병원관련_gt
" "" the number of confirmed candidates was 1171 as the 4th daejukdae was continued in korea , korea ' s corona 19 ( shinjong corona virus infection ) , which was 13 days reduced from 6 pm on the 23rd . it is hard to say that the spread has been distracted by the fact that it is crazy . compared to 1154 people on monday ( 16th ) , a week before the week , the number of new confirmers increased by 1 , 400 at 0 o ' clock on the 24th of midnight . it is expected to record as many as 1 , 500 people , according to local governments such as the authorities and the seoul metropolitan government , and 1171 new confirmers who were positive in corona 19 prosecutors from 0 : 00 to 6 pm . until the beginning of the week , when the number of holiday tests continued to decrease , the confirmation was slightly less , and the trend was increased from wednesday , the starting point . in the area where the confirmed person came out on the day , the metropolitan area was 797 ( 68 . 1 % ) and 374 people ( 31 . 9 % ) . 51 , 44 daejeon , 43 chungnam , 31 in gyeongbuk , 26 in jeju , 15 in gangwon , 13 in chungbuk , 11 in jeonbuk , 6 in gwangju , 5 in jeonnam , 3 in ulsan , and 2 sejong . the confirmed person came out in the dog ' s attempts . the confirmed person continued four digits from the 7th of last month ( 1211 people ) and 48 days in a row , and the 24th day .",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" anchor , "" it continues to the corona 19 news . a us company that makes raw materials for corona vaccines decided to invest in korea . "" we are holding on . "" all of them will invest $ 52 . 5 million and about 62 . 1 billion won in our money . this is the result of four months later . kwon deok - cheol / minister of health and welfare : \ "" it is very meaningful in that it is the first step . \ "" president moon jae - in , who is visiting new york , usa , met pfizer . i did , albert bula / pfizer chairman : \ "" we will do our best to help korea continue to work closely to the extent we can do . \ "" president moon also had a summit with vietnam . we decided to support more than 10 , 000 times , on the other hand , with an additional 1 million pfizer and vaccine in accordance with the vaccine swap agreement with the united kingdom , which is used for secondary vaccination of young adults under 40s . this is hyewon . "" , video editing : jae - yeon lee",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" as the tokyo paralympic games opened , japan ' s corona 19 new confirmation entered 20 , 000 units again . nhk is 2 , 570 new confirmers of corona 19 as of 6 pm today ( 24th ) . it was reported that the number of people in japan was 1 , 344 , 000 in japan , and 42 people died per day , and the cumulative 15 , 700 people were cumulative . in addition to 13 metropolitan areas , including tokyo and osaka , it is known to be additionally assigned eight regions including hokkaido and hiroshima prefecture tomorrow . [UNK]",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
" "" in wonju , two additional corona 19 confirmed candidates were incurred . according to the wonju public health center on the 24th , two people , including a ( wonju 1 , 335 ) and 50 b ( 〃 1 , 336 ) , were examined . they visited the selective clinic with symptoms such as phlegm , headache , and fever , but the exact path was not known .",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" [ international journal of science ' publishing ' surrounded by market workers ' surrounded by infections . "" police control ship is installed in front of the angry seafood wholesale market in wuhan city , hubei province , china . [ image source = yonhap news ] a study by multinational scholars that the world ' s fashion of corona 19 was most likely to originate from wild animals that were traded in the local market in wuhan city , china . citation in the research published in the international journal science , the epicenter of the corona virus is likely to have been the angry seafood market in wuhan , china . ) a research team composed of multinational scholars such as the united states , the united kingdom , korea , and singapore said , "" the exact situation is unclear , but the virus will have been detected in animals sold in the wuhan city market at the end of 2019 . "" the case of corona 19 first infected people was used spatially and environmentally by using mapping tools and social media data . as a result , 27 ( 66 % ) out of 41 admitted to unknown pneumonia until january 2 , 2020 have been directly related to the angry seafood market . the infected patients were people who lived or worked near the market , saying , "" this suggests that market workers have spread around after the first infection . "" on february 3 , 2021 , a security personnel is restrained by a security guard around the wuhan virus research institute . [ image source = yonhap news ] the research team did not mention it separately what ' animals ' were the origin of the virus . the team also started with the initial version of corona 19 as a virus that scientists classified as ' a ' and ' b ' . it is likely that it is likely to have occurred through at least two cross - species transmission , and in order to reduce the possibility of the future fan - deck , researchers should specify how the animals were infected . "" the corona 19 virus is still in the wild , "" said joel wartheim california university medical school . "" we need to monitor the potential threats to the health of animals and humans . "" ] ]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" [ fan demick early leaked scientific advancement also changed its attitude [UNK] the research that supports the leakage aid is also wp , "" if it is a leak of the lab , it may be a chinese bullying country and may be difficult for the us president . "" [ epa = yonhap news ] ( san francisco = yonhap news ) correspondent chung sung - ho = the leakage of the new corona virus , which was treated as a conspiracy theory with cinematic imagination , has emerged as a strong theory . this hypothesis is the epicenter of the corona virus , where china ' s wuhan virus research institute spread all over the world . whether it ' s intentional , mistake , and this virus is natural , or artificially synthesized as a biological weapon , the new corona virus leaks out of the pandemic ( global fashion ) . the leakage theory itself is not new . new corona virus infection ( corona 19 ) has been rumored since the beginning of the incident , when it was called ' wuhan pneumonia ' . the new one is the change of the situation in which the hypothesis , which seemed to be seen in eschatology and zombie movies , was dismissed as a ' probable theory ' . the direct catalyst of controversy was the recent report of the wall street journal ( wsj ) . the newspaper reported that three researchers at the wuhan virus research institute obtained a private report of the us government , and that in november 2019 , the body was hurt because of the symptoms of corona 19 . at this time , corona 19 is on the verge of spreading in wuhan . what ' s even more changed is the response of the scientific community . the scientific community , which is "" unfounded conspiracy theories , "" says , "" the possibility cannot be excluded . "" unfortunately , a few days before the report , anthony pouch , the us infectious disease authority , said , [UNK] i am not sure about it . [UNK] it was later known . china ' s wuhan virus research institute , which is considered the epicenter of the virus at the shinjong corona virus laboratory . [ reuters = yonhap news data photo ] there is a reason for this change . despite all sorts of efforts to find the origin of corona 19 , there is one thing that the exact source is not identified for more than a year . former us food and drug administration ( fda ) , scott gotliv , explained why corona 19 was leaked from wuhan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
" "" seoul = newsis reporter lee jong - hee = seoul city announced on the 17th that it will designate and operate an emergency medical institution , a hospital and a pharmacy , and a pharmacy for a safe holiday during the chuseok holiday . we also support the prompt inspection . in this holiday season , 66 emergency medical institutions in seoul and the emergency department of general hospitals operate 24 hours as usual . the emergency medical institutions ▲ 30 areas of emergency medical centers such as seoul national university hospital ▲ seoul eastern hospital , etc . a total of 66 locations , including 19 emergency medical institutions , and 17 emergency room management hospitals such as seoul hospital , are open . provides medical services . the opening pharmacy will be designated as a bottle and clinic and operates 6698 locations . it is easy to receive guidance . 120 ( dasan call center ) and 119 ( first aid center ) to receive guidance or to check the smartphone app ' e - gen ' or seoul city , autonomous district , and central emergency medical center it can be easily purchased at 7126 safety pharmaceutical sales stations such as convenience stores , such as fire extinguishing agents , antipyretic analgesics , cold medicines , and pars . the city is conducted at 6 pm and conducts a diagnostic test . the city also requested to compliate with the basic protection rules such as wearing masks and hand washing for a safe holiday , and to keep personal hygiene such as safe water and food intake . if you are anxious to prevent infectious diseases , you would like to receive a corona 19 prosecutor at the health center ' s selection clinic . park yoo - mi , seoul citizens ' health director , said , please check in advance at 120 and 119 so that you can use the pharmacy \ "" \ "" "" i will operate the selective clinic , the door , the hospital , and the pharmacy without any disruption . """,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
" "" ( seoul = news1 ) reporter kim jin - hwan = citizens who visited the corona 19 temporary screening clinic in seoul station plaza in jung - gu , seoul on the 3rd , when 2086 new confirmed candidates ( corona 19 ) occurred at the shinjong corona virus infections ( corona 19 ) , citizens are underestimated . 2021 . 10 . 3 / news 1 """,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" [ [UNK] we will announce the results quickly [UNK] jinwon life sciences announced on the 22nd that the global clinical trial of ' gls - 1027 ' ( ingredient names ) , which is being developed as a 19 treatment ( oral ) corona treatment , has been completed . 1027 is an oral low molecular immunomodulator that prevents the symptoms of 19 inpatients in corona 19 . it is explained that it will suppress the production of inflammatory cytokines , which causes over - inflammatory reactions and rapidly exacerbates the patient ' s condition . it is carried out in a multi - tube in a double eye , random and placebo control . evaluate the safety , tolerability , effectiveness , and dose reactivity of gls - 1027 . the company said , [UNK] in the corona 19 infected hamster model , gls - 1027 dose dependent on pneumonia signs ( markers ) . [UNK] i said . in addition to the wild type found in wuhan , china , the vaccine has the same effect on the virus , which is resistant to the vaccine . the mechanism of action of gls - 1027 was recently published in the international journal ' translation medicin communications ' . said . ] ]",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" colona 19 infections have not stopped , and this year , the chuseok is increasingly given up . 51 . 9 % of the jobs are asked to return to chuseok to 1 , 705 workers . in the same survey last year , 57 . 7 % of the respondents said they would give up their return , and more than half of the returned backlors due to corona 19 for two consecutive years were 39 . 7 % in 2019 and 37 . 1 % in 2018 . the average number is 1 . 4 times higher than that of the average , because the reason i do not want to return home is because of the concern that the corona 19 reconsideration is concerned ( 65 % , multiple responses ) , and [UNK] [UNK] it is burdensome to gather more than four relatives ' ' ( 34 . 9 % ) there was a lot of reasons . the reasons for ' ( 8 . 9 % ) , etc . were burdensome , and those who are planning to return home ( 820 ) also returned home on chuseok and returned home ( 40 % ) on the day . it seems to be reflected . the reason why people who decided to return home were returning home because they wanted to spend the holiday time ( 36 . 3 % , multiple responses ) , followed by ' most of the family completed vaccination ' ( 29 . 9 % ) , i want to see it ( 28 . 5 % ) , [UNK] [UNK] gathered under the rules of the corona 19th street ' ' ( 21 % ) , [UNK] [UNK] i am tired of placing a prolonged social distance ' ' ( 11 . 2 % ) , there was a reason for this . 89 % of them said that even if they returned to the holidays , they had a lot of change with the past . in particular , ' refrain from outside activities such as tourism and eating out ' ( 47 . 4 % , multiple responses ) , and ' other relatives ' make the schedule as much as possible with the fields ' ( 39 . 9 % ) , ' reduce your return schedule ' ( 29 . 2 % ) , ' unconditionally use ' ( 22 . 6 % ) , and omit events such as food and turns ' 14 . 5 % ) , etc . the answer was followed . this year ' s chuseok holiday is expected to take an average of 4 . 5 days including weekends and holidays . the most common holiday plan was ' rest of house cock ' ( 73 . 1 % , multiple responses ) . office",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
" "" herald economics = son in - gyu , reporter korea astrazeneca ( ceo sang - pyo kim ) , said on the 5th that it confirmed good adrenal in various age groups including the elderly , including the corona 19 - phase 3 - phase clinical study of the corona 19 - year - old 3 - phase clinical study . the results were published on september 29 in the prominent international journal of new england journal of new england . since then , the effects , safety , and immunogenicity have been evaluated . 2 , 635 of the 3 , 245 clinical participants were administered astrazeneca corona 19 vaccine and 1 , 816 people were paid . in the 19th prevention of corona , the vaccine effect was confirmed as similar in all ages in the clinic , especially in the elderly aged 65 or older , high effects of 83 . 5 % in the elderly aged 65 or older . while there was no case of severe disemployment , a total of eight severe cases were observed in the placebo group . it was also confirmed that the drug and safety were also good . it has not been reported : [UNK] this study is a clinical study of the previously reported astrazeneca corona 19 - year - old clinical study and the efficacy of the vaccine confirmed through the real world data ( rwe ) accumulated in all over the world . it suggests that the anti - weak profile is consistent . [UNK] on the other hand , the astrazeneca vaccine was first approved for the first time in korea on february 10 this year .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" the herald economic government has decided to switch to the new corona virus infection ( corona 19 ) defense system next month to ' step - by - step recovery ' and so - called ' with ' with ' . ' the claim was made to postpone , and on the 10th , the blue house petition bulletin board posted a petition to postpone the timing of weed corona on the 8th . it is reported that it will start , and november 18 is the sat , so i want to put it off for about 10 days . "" however , i did not disclose the specific date for the time of the system change . the petitioner said , "" when the weedko goes out , the confirmed person has increased , and the sat students who have prepared so far may be damaged . "" i appealed . the sat in 2022 was held on november 18 , and college students , including the third year of high school , have completed all 19 vaccinations .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
" "" ( seoul = news1 ) park sang - hui reporter = from next month , the corona 19 prevention vaccination speed is accelerated . the age group , which has been excluded from vaccination , has been included in the vaccination target , and the inoculation interval for the first vaccination is shortened . it is noteworthy that the 4th trend will be suppressed . according to the corona 19 vaccination response promotion ( promotion team ) on the 28th , the secondary vaccination of 10 . 71 million people scheduled for the second vaccination starting on the 11th of next month . first of all , the subjects will be shortened from 6 weeks to 5 weeks on november 11th to november 7th of next month , and those from november 8 to november 14 will be reduced from 6 weeks to 4 weeks . the state and moderna may reduce the inoculation interval until four weeks , and from next month , the vaccination of pediatric adolescents and pregnant women will also begin . reservations will be made and vaccinations will be made from october 18 to november 13 . however , 12 - 15 years old ( born 2006 ~ 2009 ) preliminary reservations from october 18 to november 12 , november 1 the vaccine type on the 27th . the vaccine type is a pfizer vaccine , and a reservation of the person or a surrogate reservation will be inoculated by a consignment medical institution close to the guardian ' s consent . the main factor in the shortened vaccination interval is because the vaccine supply and demand were stable . initially , the two weeks more than the vaccine spacing planned due to the insecurity of supply and demand such as a medium or vaccine . the gap was shortened as it started . in the first and second weeks in september , the first vaccination was quite high , so i decided to have a vaccination interval in consideration of safety vaccination . [UNK] . a total of 3 . 69 million inoculation will be restarted , including 60 , 000 people in corona 19 treatment hospitals from the 12th of next month . the government ' s expansion of vaccinations and shortening of vaccination spacing is large in early november to ' weed corona ' ( step - by - step recovery ) . although the proliferation has been growing since the chuseok holiday , the government is stepping on the stage for the",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" the completion of the new corona virus infection ( corona 19 ) increased by 710 , 000 people yesterday , and 46 . 6 % of the people were inoculated . the number of vaccinations completed was 71 , 698 , which was 23 , 395 , 629 . the first vaccinations increased by 41 , 6626 , cumulative 38 , 112 , 922 , 000 , and the 214 days after february 26 , when vaccination began , 46 . 6 % have completed the vaccination , and 54 . 2 % of the ages were in vaccination . the first vaccination is 75 % of the population and 87 . 2 % for 4413 , 9260 years old . the first vaccinations for each vaccine were 20 , 6228 , pfizers , 20 , 6265 , jansen 3838 , and 295 astrazeneca . it is myeong ( 5214 pfizers ) . jansen inocets are added to both ' first inoculation ' and ' completion ' statistics , but the number of inoculation is recorded as one case . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" according to the aforementioned work , the global and generalized failures in the response to the disease caused millions of avoidable deaths of the world health organization ( who ) has assured that in the new report of the lancet commission on covid - 19 there are "" key omissions "" and « bad interpretations « on the management of the pandemia of the coronavirus , especially in relation to the emergency of public health of international importance ( pheic ) and at the speed and scope of the actions carried out by the organism . and , according to the work referred to by who , global and generalized failures in the response to the disease caused millions of avoidable deaths and reversed the progress made towards the un sustainable development goals ( sdgs ) in many countries . the world health organization ( who ) has assured that in the new report of the lancet commission on covid - 19 there are "" key omissions "" and "" bad interpretations "" on the management of the pandemia of the coronavirus , especially in relation to the emergency of public health of international importance ( pheic ) and at the speed and scope of the actions carried out by the body . and , according to the work referred to by who , global and generalized failures in the response to the disease caused millions of avoidable deaths and reversed the progress made towards the un sustainable development goals ( sdgs ) in many countries . in fact , it highlights « who ' s delays when declaring public health emergency of international importance and recognizing the air transmission of sras - cov - 2 coincided with the lack of cooperation and coordination of national governments regarding travel protocols , test strategies , basic products supply chains , data notification systems and other vital international policies to suppress the pandemic . in fact , it highlights « who ' s delays when declaring public health emergency of international importance and recognizing the air transmission of sras - cov - 2 coincided with the lack of cooperation and coordination of national governments regarding travel protocols , test strategies , basic products supply chains , data notification systems and other vital international policies to suppress the pandemic .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
" "" ( seoul = news1 ) ahn eun - na reporter = shinjong corona virus infection ( corona 19 ) the citizens line up at the corona 19 temporary screening office in seoul on the 8th afternoon , which recorded 2000 people for three days . 2021 . 10 . 8 / news 1 """,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" ( seoul = news1 ) jung ji - hyung reporter = after the chuseok holiday , the spread of infectious diseases has been steep , and 1222 new confirmers have occurred in seoul alone . according to the headquarters , there are a total of 1222 new confirmed people in seoul ' s new corona virus infection ( corona 19 ) as of 0 o ' clock . the number of people increased by 315 in the last 17 days , which is a week ago . it has increased to 9 , 5949 people . as early as the current trend , cumulative confirmers will reach 100 , 000 units next week . there are three additional deaths .",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" nuba apean modera has no plan to share the manufacturing method of the corona 19 mrna vaccine developed by the company , and it will continue to increase its own production in the future . on the 11th ( local time ) , chairman chul - yan said in an interview with the associated press , saying , "" there will be no share of manufacturing methods for the expansion of vaccines . "" he concluded that the best way to increase the production is to increase its own production \ "" \ "" "" \ "" reliable and effective methods that can make high - quality vaccines in the next six to nine months are to make vaccines . "" "" the demand to share the recipe is from the estimation that we did not have enough production capacity , we know that we can do it , "" he said . it took less than a year to produce a time , "" he said . "" \ i think it will be possible to produce up to 3 billion sessions next year . "" the promise not to exercise the patent rights will continue to be implemented . pope francis , who prevents him before , was known to have asked him to share the vaccine recipe so that everyone could hit the vaccine . regarding the criticism of the international community that there is , he said , "" we are supplying a significant amount to the poor through the early us government . "" earlier on the 7th , moderna announced that it would build an african facility that can produce corona 19 - year - old corona 19 - year - old . the chairman said , "" i hope the final site will be selected as soon as possible . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
" the s . c . department of health and environmental control reported less than 5 , 000 new covid - 19 cases and five new deaths related to the virus from sept . 18 - 24 . statewide numbers new cases reported : 4 , 516 total cases in s . c . : 1 , 708 , 074 new deaths reported : five total deaths in s . c . : 18 , 365 percent of icu beds filled ( with covid - 19 and other patients ) : 63 percent percent positive : 10 . 4 percent s . c . residents vaccinated in south carolina , 61 . 1 percent of people who are eligible for the vaccine have received at least one dose , and 53 . 1 percent of eligible residents are considered fully vaccinated against the coronavirus . these numbers reflect all eligible residents in south carolina , including young children . the latest data from dhec shows 22 . 8 percent of children ages 5 - 11 have at least one vaccine dose and 3 . 4 percent under age 5 . hospitalizations of the 322 covid - 19 patients hospitalized as of sept . 27 , 46 were in the icu and 19 were using ventilators . what do experts say ? state health officials are continuing to urge all eligible residents to get vaccinated and boosted against covid - 19 to curb the spread of the virus .",1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
" "" the corona 19 vaccination response team said today that it will be initiated from this month ( 4th ) for the corona 19 high - risk group . the need for further inoculation has increased as the time of time is reduced , [UNK] he said . as a result of the korean clinical study , the additional vaccination group emphasized that the prevention of infection was 11 . 3 times higher than that of the target group without additional inoculation , and the effect of severe prevention was 19 . 5 times higher . the average neutralization was 5 times higher than that of the target group where the additional vaccination group was inactive , and 11 times higher in the ages of 65 - 85 , and the adverse reaction of additional vaccinations was similar to the basic vaccination . additional vaccinations are being implemented in the uk , germany , and france , and most of them are about six months after the completion of the basic vaccination for high - risk elderly people , underlying diseases , and immunodeficiors . an additional inoculation pre - booking for high - risk groups , such as the elderly , will be held tomorrow at 8 : 00 pm . the first target for pre - booking is to be 75 or older who started the vaccination after april 1 and the elderly facility . the guide text is sent according to the inoculation schedule . the guide characters are sent about 17 days before the day after the completion of the inoculation , and the pre - booking is available from 14 days before . . kdca . go . kr ) you can also book your own or surrogate reservation , and you can also make a phone reservation ( 1339 , local government call center ) . we plan to support reservations , etc . . in medical institutions , it is carried out with mrna vaccines ( pfizer or modern ) . meanwhile , additional vaccinations for those who have been in the corona 19 treatment hospital are conducted by medical institutions . about 170 corona 19 treatment hospital , which have been vaccinated since march , will be subject to about 170 locations . additional vaccinations are subject to 6 months after the default vaccination , but some immunopotronics can be further vaccinated after 2 months after completion of the basic vaccination . independent immune defects include acute leukemia , patients who are treating immunity , and have been determined to be immunized by the",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" ( suwon = yonhap news ) reporter kim in - yu = suwon - si , gyeonggi - do , will provide the main events and program videos of four festivals that canceled offline to prevent the spread of the new corona virus infection ( corona 19 ) through the suwon cultural foundation youtube . the main performance of suwon hwaseong media art show , which was suspended in a week after the opening of last month , was produced with a 25 - minute full performance video and a highlight compression video . you can see the beauty of suwon hwaseong , which is drawn with various videos and special lights by using the hwaseo gate of suwon hwaseong and the walls of the northwest gongsimdon . the opening performance of suwon hwaseong ' s last 2nd performance will be provided through youtube , the suwon cultural foundation . the video ' walking the night of suwon hwaseong ' will be released on the 15th , which will be released on the 15th . the 58th suwon hwaseong cultural festival ' story concert fire ' , historic and architecture experts and panels ' travel exploration life ' , and doll musical ' doran doran sulwha boda ' can be seen . ' online international sister city night ' , which shows the traditional performances of the invited international sister city performances , is provided as youtube , suwon international exchange center . in addition to the ' dwarf ' , ▲ traditional dance of hangzhou gamuwon , china , and the high performance of the department of music dance , china , china , taiwan ' s kaohsiung geumunggak tv doll theater ▲ traditional north korean performance of the asahikawa federation in japan yosakoi traditional dance ▲ mexico toluka philharmonic orchestra performance you can enjoy the folk traditional performance of the le troupe ▲ modern dance of the freiburg action theater panoptikum in germany ▲ nizi nobo road v . t stefanov memorial ballet . in addition , the suwon cultural center ' s homepage has a video of the suwon hwaseong cultural festival , which began in 1964 , as a video . king jeongjo great king , which was co - participated by seoul , gyeonggi - do , suwon - si , and hwaseong - si , can be seen as a highlight video on youtube , the suwon cultural foundation until november 7 . there are also various programs where citizens participate . if you upload a photo of your own episodes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
" "" multinational pharmaceutical company astrazeneca says that its corona 19 - year - olds had a 74 % preventive effect on the positive symptoms in the large - scale phase iii trial . in addition , more than 15 days after the completion of the vaccination , the effect and safety were evaluated . a total of 32 , 451 clinical participants were divided into two - to - one ratio to receive vaccines and placebo . it showed 74 % effect , which means that the average patient in a group of vaccines was infected with corona 19 , and the probability of symptoms was only 26 % of the average patient in the control group that was administered place . is even in all ages who participated in the clinical trials , and 83 . 5 % of the elderly aged 65 or older had an effect of 83 . 5 % . there were no cases of safety issues related to vaccines , and there was no report on the increase in platelet reduction thrombosis . the 19 - year - old 19 - year - old corona 19 preventive vaccine was approved for the first time in korea on february 10 this year .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" anchor , "" during the chuseok holiday , some beaches of the east coast had a lot of alcohol . it is a beach in yangyang , gangwon - do , which is one of the surfing spots in the dawn of the holidays . young people are sitting in the white sand beach , and they drink hundreds of people . at midnight , after midnight , when the beach pub is over , i come out to the white sand and go to the beach . ( no ) \ "" the next morning , the beach where young people left turned into trash . residents : in the seoul gyeonggi area , corona defense is an emergency , and it ' s a completely different world . it ' s a pity . it is a landscape that is repeated on holidays or weekends as young people are attracted to the beaches of yangyang area with low stages . there is a growing concern about whether the banks of the defense are falling . ytn song se - hyuk . """,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
" "" ahead of chuseok , the staff of the defense company are disinfected in ktx ' s internal vehicles at the 3rd platform in seoul station on the 13th . """,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" ( roman = news1 ) park ki - bum reporter = park byung - seok , who is officially visiting italy , is the world ' s 20 major countries ( g20 ) to overcome the pan demick and climate crisis on july 7 ( local time ) . he urged the cooperation of the parliamentary leaders . park emphasized that at the g20 national assembly ' s meeting in rome on the day , he should "" promote the common goal of a sustainable world . "" it is faced with a serious recession , and in recent years , natural disasters are occurring frequently . "" \ "" this sign is showing that it is approaching the critical point , and it is time to gather political will and create a turning point . "" chairman park also introduced the korean national assembly ' s achievements , including the enactment of the allocation and transaction of greenhouse gas emissions , and the enactment of the framework act on carbon neutral and green growth to counter climate crisis . "" congress should protect the vulnerable and try to prevent social inequality from deteriorating in the process of fostering eco - friendly industries . "" global partnership is not an option , but a must , [UNK] he said . "" i am ready to support developing countries through the gcf . "" park added that he also held a bilateral meeting with the congressman of the south african republic of south africa . at the meeting with the federal senate of the federal senate , the chairman mentioned the german bioen texa , which is developing and producing and producing and producing and producing and producing and producing mrna vaccines in the united states . regarding the ' war declaration ' proposed by the general assembly , \ "" if germany actively supports north korea , it will help north korea to talk . "" "" i replied , and about the end of the war , "" i want to give a positive help in korean unification \ "" \ "" it would be the basic foundation for unification to build human exchanges and create a special economic zone . "" at the meeting of the south african congress , the understanding of the understanding of the understanding of the understanding of the understanding of \ "" act - a ( access to covid - 19 tools - accelerator ) for the fair supply of vaccines \ "" , park is \ "" in order to share , there is a plan to donate $ 210 million to the advance market commitment ( amc ) . [UNK] park also said . - products were held in 10 countries , including a summit",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
" "" daily = jang jung - wook reporter ' s new corona virus infection ( corona 19 ) the industry has fallen in both production , consumption and investment due to the 4th spread of the 4th . it is only month . it decreased in january this year ( 0 . 5 % ) , but it rose for two consecutive months in february ( 2 . 0 % ) and march ( 0 . 9 % ) . % ) it has been converted to an increase . it was 0 . 7 % decrease compared to the previous month . the number decreased by 0 . 6 % , an increase of 4 . 4 % compared to the same month last year . in consumption , retail sales decreased by 0 . 8 % . however , uniforms increased by 1 . 8 % , but non - durable materials such as food and beverages decreased by 2 . 0 % , and durable goods such as passenger cars were slightly decreased by 0 . 1 % . it increased by 3 . 8 % in all sectors compared to the same month last year . ) sales increased in department stores ( 14 . 8 % ) , passenger cars and fuel retail stores ( 3 . 0 % ) , duty - free shops ( 4 . 1 % ) , and convenience stores ( 1 . 4 % ) . the percentage decreased by 5 . 1 % compared to the previous month . it was 11 . 8 % higher than last year . the domestic machinery orders increased by 18 . 1 % and 132 . 4 % , respectively , by 21 . 9 % year - on - year . ( 3 . 1 % ) construction the company ' s earnings increased 1 . 6 % mom . compared to the same month last year , the company decreased by 11 . 4 % in civil engineering , up only 0 . 3 % . the comprehensive comprehensive index circulation change in the current economic situation was 101 . 3 , maintaining the same level as july . the preceding comprehensive index circulation change , which can predict the economic situation in the future , is 102 . 4 , down 0 . 3p from the previous month . the economic trend statistics justice officer of economic service said , [UNK] the economic recovery is slowing since last month , as production and expenditure weaker than the previous month . [UNK] the base effect also worked . [UNK]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" the minister of health is favorable to eliminate this measure given the evolution of the covid - 19 the minister of health of the board of castilla y leon , alejandro vazquez , said his opinion on friday in favor of ending the obligation to use mask in public transport , so , has pointed out , the position of the community in this issue is "" similar "" to that of madrid , which is committed to suppressing this measure that was established to control the contagions of covid - 19 . in an appearance in valladolid to present the i international congress of active coping of chronic pain , he recalled that the imposition of the mask in transportation is regulated by a decree of the ministry of health and added that they have asked its owner , carolina darias darias darias , that suppresses this measure . in this regard , the minister of health recalled that the minister herself has recently expressed that it is an issue that depends on the opinion of the experts . however , alejandro vazquez , a doctor by profession , has been in favor of removing the mandatory use of the mask in public transport , given the "" degree of dissemination of the pandemic . "" however , he has recognized that in a traditional way eastern societies use in the most prone months to the spread of respiratory viruses the mask . finally , alejandro vazquez has pointed out that at this time the mandatory could be eliminated , although he added : "" maybe in two months . """,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0
