keywords,tf_tc1,tf_t1,ctfidf1,tf_tc2,tf_t2,ctfidf2,tf_tc3,tf_t3,ctfidf3,relative_tf_tc1,relative_tf_tc3,relative_tc_t,,,,relative_A
prioritize,160,3624,1257.095895,2643,3624,20765.65282,422,3624,3315.590424,3.720930233,3.221374046,6.942304278,,,,
fulfil,141,3617,1108.088267,2475,3617,19450.48553,414,3617,3253.535762,3.279069767,3.160305344,6.439375111,,,,
protest,123,3609,966.9024349,2487,3609,19550.29557,406,3609,3191.564135,2.860465116,3.099236641,5.959701758,,,,
wind,134,3606,1053.484776,2454,3606,19292.92269,388,3606,3050.388754,3.11627907,2.961832061,6.078111131,,,,
validate,140,3604,1100.733376,2595,3604,20402.87936,423,3604,3325.787272,3.255813953,3.229007634,6.484821587,,,,
imply,129,3603,1014.282967,2586,3603,20332.83529,422,3603,3318.041954,3,3.221374046,6.221374046,,,,
flood,139,3594,1093.257065,2335,3594,18365.14566,511,3594,4019.096117,3.23255814,3.900763359,7.133321498,,,,
snap,134,3589,1054.117751,2428,3589,19099.98433,358,3589,2816.225037,3.11627907,2.732824427,5.849103497,,,,
rescue,138,3582,1085.853268,2316,3582,18223.4505,405,3582,3186.743287,3.209302326,3.091603053,6.300905379,,,,
instruct,135,3575,1062.511739,2426,3575,19093.72947,467,3575,3675.50357,3.139534884,3.564885496,6.70442038,,,,
sport,161,3570,1267.368876,2397,3570,18868.83972,467,3570,3676.156925,3.744186047,3.564885496,7.309071543,,,,
reinforce,131,3560,1031.580506,2488,3560,19592.15496,399,3560,3141.989481,3.046511628,3.045801527,6.092313155,,,,
couple,151,3558,1189.158536,2355,3558,18546.14803,461,3558,3630.477386,3.511627907,3.519083969,7.030711876,,,,
singe,152,3553,1197.247431,2398,3553,18888.15354,456,3553,3591.742292,3.534883721,3.480916031,7.015799751,,,,
sponsor,161,3545,1268.499863,2367,3545,18649.31165,429,3545,3380.040007,3.744186047,3.27480916,7.018995207,,,,
slam,149,3541,1174.121445,2335,3541,18399.82264,413,3541,3254.444004,3.465116279,3.152671756,6.617788035,,,,
rip,144,3540,1134.762053,2382,3540,18770.85563,399,3540,3144.236522,3.348837209,3.045801527,6.394638736,,,,
depict,146,3522,1151.266623,2345,3522,18491.23446,440,3522,3469.570645,3.395348837,3.358778626,6.754127463,,,,
swear,126,3522,993.5588664,2445,3522,19279.77324,433,3522,3414.37293,2.930232558,3.305343511,6.23557607,,,,
chat,161,3511,1270.050877,2369,3511,18687.89148,450,3511,3549.831645,3.744186047,3.435114504,7.17930055,,,,
analyse,127,3510,1001.877539,2424,3510,19122.45004,429,3510,3384.294994,2.953488372,3.27480916,6.228297532,,,,
brush,115,3505,907.3758178,2515,3505,19843.91462,397,3505,3132.419127,2.674418605,3.030534351,5.704952956,,,,
surge,153,3502,1207.335312,2660,3502,20990.27405,425,3502,3353.709199,3.558139535,3.244274809,6.802414344,,,,
accommodate,136,3499,1073.303455,2386,3499,18830.16208,401,3499,3164.666805,3.162790698,3.061068702,6.2238594,,,,
render,133,3495,1049.779717,2382,3495,18801.31794,394,3495,3109.873748,3.093023256,3.007633588,6.100656844,,,,
justify,153,3487,1207.991814,2364,3487,18664.65783,401,3487,3166.043904,3.558139535,3.061068702,6.619208237,,,,
mediate,116,3471,916.3963639,2587,3471,20437.21891,370,3471,2922.988402,2.697674419,2.824427481,5.5221019,,,,
source,126,3468,995.5049595,2479,3468,19586.16504,379,3468,2994.415712,2.930232558,2.893129771,5.823362329,,,,
ruin,160,3466,1264.225547,2195,3466,17343.59422,450,3466,3555.63435,3.720930233,3.435114504,7.156044736,,,,
bounce,148,3460,1169.664961,2387,3460,18864.79906,395,3460,3121.740943,3.441860465,3.015267176,6.457127641,,,,
fry,135,3453,1067.197417,2350,3453,18577.14022,349,3453,2758.902952,3.139534884,2.664122137,5.803657021,,,,
filter,122,3447,964.6423539,2419,3447,19126.80208,372,3447,2941.368489,2.837209302,2.839694656,5.676903959,,,,
scan,139,3442,1099.261428,2292,3442,18125.95103,422,3442,3337.326061,3.23255814,3.221374046,6.453932185,,,,
center,135,3438,1067.784925,2353,3438,18611.09576,351,3438,2776.240804,3.139534884,2.679389313,5.818924197,,,,
beg,121,3423,957.5805575,2247,3423,17782.50837,444,3423,3513.766674,2.813953488,3.389312977,6.203266465,,,,
halt,113,3413,894.5999284,2377,3413,18818.26575,433,3413,3427.980257,2.627906977,3.305343511,5.933250488,,,,
tease,150,3412,1187.565969,2257,3412,17868.90928,403,3412,3190.593903,3.488372093,3.076335878,6.564707971,,,,
bend,120,3390,950.8287381,2399,3390,19008.65119,364,3390,2884.180506,2.790697674,2.778625954,5.569323629,,,,
discontinue,102,3386,808.3248089,2433,3386,19280.92412,464,3386,3677.085405,2.372093023,3.541984733,5.914077756,,,,
optimize,135,3383,1069.961279,2438,3383,19322.70813,312,3383,2472.7994,3.139534884,2.381679389,5.521214273,,,,
echo,166,3375,1316.048965,2296,3375,18202.70135,404,3375,3202.914348,3.860465116,3.083969466,6.944434582,,,,
stare,122,3375,967.2167091,2306,3375,18281.9814,383,3375,3036.426226,2.837209302,2.923664122,5.760873424,,,,
house,100,3375,792.8005813,2268,3375,17980.71718,406,3375,3218.77036,2.325581395,3.099236641,5.424818037,,,,
burst,156,3363,1237.324362,2190,3363,17370.13047,389,3363,3085.379338,3.627906977,2.969465649,6.597372626,,,,
flush,125,3357,991.668937,2295,3357,18207.04168,410,3357,3252.674113,2.906976744,3.129770992,6.036747737,,,,
grieve,154,3352,1221.965591,2341,3352,18575.46395,346,3352,2745.455158,3.581395349,2.641221374,6.222616723,,,,
rock,115,3335,913.0912813,2201,3335,17475.77313,426,3335,3382.407703,2.674418605,3.251908397,5.926327002,,,,
suit,136,3322,1080.360671,2220,3322,17635.29919,423,3322,3360.23944,3.162790698,3.229007634,6.391798331,,,,
disinfect,78,3314,619.8066188,2341,3314,18602.1448,596,3314,4735.958266,1.813953488,4.549618321,6.363571809,,,,
coordinate,133,3312,1056.930009,2209,3312,17554.57436,453,3312,3599.919503,3.093023256,3.458015267,6.551038523,,,,
differentiate,135,3311,1072.864446,2387,3311,18969.83283,369,3311,2932.496152,3.139534884,2.816793893,5.956328777,,,,
impress,138,3308,1096.830928,2249,3308,17875.16491,333,3308,2646.700718,3.209302326,2.541984733,5.751287058,,,,
soar,147,3296,1168.897414,2279,3296,18121.88575,410,3296,3260.190065,3.418604651,3.129770992,6.548375644,,,,
recur,147,3295,1168.942004,2358,3295,18750.78399,328,3295,2608.251547,3.418604651,2.503816794,5.922421445,,,,
mask,153,3272,1217.725274,2429,3272,19332.38359,386,3272,3072.169644,3.558139535,2.946564885,6.50470442,,,,
interpret,141,3272,1122.217409,2238,3272,17812.21675,400,3272,3183.595486,3.279069767,3.053435115,6.332504882,,,,
reassure,113,3270,899.4347928,2308,3270,18370.75665,408,3270,3247.516774,2.627906977,3.114503817,5.742410794,,,,
stun,148,3265,1178.247184,2192,3265,17450.79614,377,3265,3001.345868,3.441860465,2.877862595,6.319723061,,,,
blend,137,3261,1090.842644,2220,3261,17676.42824,396,3261,3153.092605,3.186046512,3.022900763,6.208947275,,,,
yield,116,3254,923.8823716,2266,3254,18047.56426,336,3254,2676.073076,2.697674419,2.564885496,5.262559915,,,,
unfold,131,3253,1043.39017,2212,3253,17618.16073,418,3253,3329.290771,3.046511628,3.190839695,6.237351323,,,,
bully,129,3248,1027.658911,1991,3248,15860.99916,387,3248,3082.976734,3,2.954198473,5.954198473,,,,
disturb,124,3238,988.2094003,2224,3238,17724.01376,365,3238,2908.842186,2.88372093,2.786259542,5.669980472,,,,
average,121,3235,964.4132278,2275,3235,18132.56275,346,3235,2757.74361,2.813953488,2.641221374,5.455174862,,,,
escalate,134,3228,1068.31804,2190,3228,17459.82468,400,3228,3189.009074,3.11627907,3.053435115,6.169714184,,,,
image,105,3226,837.1799354,2276,3226,18146.87174,366,3226,2918.17006,2.441860465,2.79389313,5.235753595,,,,
correlate,135,3218,1076.709283,2413,3218,19245.18148,325,3218,2592.077903,3.139534884,2.480916031,5.620450914,,,,
behave,153,3215,1220.413173,2208,3215,17612.23717,388,3215,3094.903995,3.558139535,2.961832061,6.519971596,,,,
aggravate,130,3214,1036.992797,2192,3214,17485.29394,381,3214,3039.186583,3.023255814,2.908396947,5.931652761,,,,
resign,131,3198,1045.623217,2110,3198,16841.71746,405,3198,3232.651929,3.046511628,3.091603053,6.138114681,,,,
complicate,154,3194,1229.398594,2244,3194,17914.0938,336,3194,2682.324205,3.581395349,2.564885496,6.146280845,,,,
criticize,106,3193,846.2426029,2162,3193,17260.15573,420,3193,3353.036729,2.465116279,3.20610687,5.671223149,,,,
dump,125,3178,998.5160032,2063,3178,16479.50812,381,3178,3043.476778,2.906976744,2.908396947,5.815373691,,,,
brand,127,3176,1014.572182,2104,3176,16808.34544,378,3176,3019.750273,2.953488372,2.885496183,5.838984555,,,,
stir,110,3171,878.9365586,2155,3171,17219.16622,382,3171,3052.306958,2.558139535,2.916030534,5.474170069,,,,
team,127,3167,1014.932457,2136,3167,17070.04511,365,3167,2916.931865,2.953488372,2.786259542,5.739747914,,,,
debut,120,3158,959.332685,2142,3158,17124.08843,358,3158,2862.009177,2.790697674,2.732824427,5.523522102,,,,
survey,121,3153,967.5187882,2174,3153,17383.3541,305,3153,2438.787028,2.813953488,2.328244275,5.142197763,,,,
nominate,183,3135,1464.319578,2103,3135,16827.67252,320,3135,2560.558825,4.255813953,2.442748092,6.698562045,,,,
jail,120,3128,960.4777116,2011,3128,16096.00565,414,3128,3313.648105,2.790697674,3.160305344,5.951003018,,,,
smash,159,3122,1272.938146,2015,3122,16131.88908,410,3122,3282.419119,3.697674419,3.129770992,6.827445411,,,,
delete,137,3118,1096.983922,2183,3118,17479.67812,364,3118,2914.614217,3.186046512,2.778625954,5.964672466,,,,
authorize,127,3110,1017.238263,2264,3110,18134.07424,410,3110,3283.997543,2.953488372,3.129770992,6.083259364,,,,
dream,110,3098,881.4976287,2125,3098,17028.93146,327,3098,2620.452042,2.558139535,2.496183206,5.054322741,,,,
sink,137,3095,1097.997915,2105,3095,16870.69789,382,3095,3061.570829,3.186046512,2.916030534,6.102077046,,,,
hunt,97,3094,777.4459178,2087,3094,16727.10959,354,3094,2837.276855,2.255813953,2.702290076,4.95810403,,,,
impair,133,3089,1066.197582,2202,3089,17652.38403,288,3089,2308.758674,3.093023256,2.198473282,5.291496538,,,,
blur,164,3083,1315.028555,2116,3083,16967.07574,367,3083,2942.777315,3.813953488,2.801526718,6.615480206,,,,
upset,124,3077,994.5313619,2076,3077,16650.3799,341,3077,2734.961245,2.88372093,2.603053435,5.486774365,,,,
unlock,99,3075,794.0853548,2089,3075,16756.00309,410,3075,3288.636318,2.302325581,3.129770992,5.432096574,,,,
trend,149,3071,1195.332448,2228,3071,17873.83016,318,3071,2551.112204,3.465116279,2.427480916,5.892597195,,,,
diminish,133,3070,1067.017902,2078,3070,16671.15189,376,3070,3016.531814,3.093023256,2.870229008,5.963252263,,,,
condemn,100,3064,802.4646665,2190,3064,17573.9762,341,3064,2736.404513,2.325581395,2.603053435,4.92863483,,,,
spike,120,3057,963.2319751,2178,3057,17482.66035,384,3057,3082.34232,2.790697674,2.93129771,5.721995384,,,,
neglect,153,3051,1228.42126,2065,3051,16579.67256,325,3051,2609.391565,3.558139535,2.480916031,6.039055565,,,,
illustrate,132,3051,1059.81442,2078,3051,16684.04822,348,3051,2794.056199,3.069767442,2.65648855,5.726255991,,,,
detain,106,3049,851.1325805,2046,3049,16428.46471,353,3049,2834.432084,2.465116279,2.694656489,5.159772768,,,,
slide,137,3047,1100.138578,2097,3047,16839.34744,352,3047,2826.633427,3.186046512,2.687022901,5.873069412,,,,
fade,142,3034,1140.896562,2073,3034,16655.48291,333,3034,2675.482783,3.302325581,2.541984733,5.844310314,,,,
scare,130,3009,1045.558052,1957,3009,15739.67006,337,3009,2710.40818,3.023255814,2.572519084,5.595774898,,,,
mourn,136,2999,1094.267162,2147,2999,17274.93821,325,2999,2614.976674,3.162790698,2.480916031,5.643706728,,,,
spin,132,2995,1062.258954,2003,2995,16118.97488,320,2995,2575.173221,3.069767442,2.442748092,5.512515533,,,,
neutralize,132,2987,1062.6119,2252,2987,18128.80302,455,2987,3662.791019,3.069767442,3.473282443,6.543049885,,,,
lessen,151,2976,1216.120538,2020,2976,16268.63237,379,2976,3052.382013,3.511627907,2.893129771,6.404757678,,,,
craft,118,2975,950.3854957,1960,2975,15786.06417,375,2975,3020.292889,2.744186047,2.86259542,5.606781466,,,,
chop,147,2970,1184.202001,2070,2970,16675.49756,349,2970,2811.472777,3.418604651,2.664122137,6.082726789,,,,
park,139,2969,1119.802428,1940,2969,15628.89719,364,2969,2932.432257,3.23255814,2.778625954,6.011184094,,,,
apologize,122,2965,983.0125977,2028,2965,16340.57007,317,2965,2554.221258,2.837209302,2.419847328,5.257056631,,,,
speculate,109,2963,878.3388796,2085,2963,16801.25288,333,2963,2683.365568,2.534883721,2.541984733,5.076868454,,,,
flip,98,2957,789.8977621,2039,2957,16434.70956,348,2957,2804.943074,2.279069767,2.65648855,4.935558317,,,,
stage,88,2950,709.50445,2078,2950,16753.98008,308,2950,2483.265575,2.046511628,2.351145038,4.397656666,,,,
choke,121,2944,975.8148936,1925,2944,15524.32785,294,2944,2370.988254,2.813953488,2.244274809,5.058228298,,,,
scratch,96,2944,774.2002461,2116,2944,17064.66376,276,2944,2225.825708,2.23255814,2.106870229,4.339428369,,,,
span,93,2944,750.0064884,1982,2944,15984.00925,358,2944,2887.121751,2.162790698,2.732824427,4.895615125,,,,
pitch,202,2938,1629.458327,1890,2938,15245.92197,425,2938,3428.315786,4.697674419,3.244274809,7.941949228,,,,
strip,124,2937,1000.303747,1909,2937,15399.83752,373,2937,3008.978205,2.88372093,2.847328244,5.731049175,,,,
peak,142,2934,1145.654204,1996,2934,16103.70275,333,2934,2686.639788,3.302325581,2.541984733,5.844310314,,,,
endorse,118,2929,952.2237065,1986,2929,16026.40916,328,2929,2646.859116,2.744186047,2.503816794,5.24800284,,,,
bruise,115,2926,928.1324404,2083,2926,16811.30325,296,2926,2388.932194,2.674418605,2.259541985,4.933960589,,,,
transition,111,2918,896.1533796,2076,2918,16760.49024,369,2918,2979.104478,2.581395349,2.816793893,5.398189242,,,,
explode,114,2916,920.4518794,1918,2916,15486.19916,339,2916,2737.13322,2.651162791,2.58778626,5.23894905,,,,
hail,120,2915,968.9378617,1932,2915,15599.89957,329,2915,2656.504637,2.790697674,2.511450382,5.302148056,,,,
subject,122,2912,985.212409,1990,2912,16070.26798,343,2912,2769.900461,2.837209302,2.618320611,5.455529913,,,,
embark,121,2911,977.1784439,1986,2911,16038.64785,361,2911,2915.383622,2.813953488,2.755725191,5.569678679,,,,
regret,101,2909,815.73074,1991,2909,16080.39508,315,2909,2544.110724,2.348837209,2.404580153,4.753417362,,,,
hospitalise,126,2905,1017.81761,2037,2905,16454.71803,389,2905,3142.309924,2.930232558,2.969465649,5.899698207,,,,
position,119,2903,961.354118,2063,2903,16666.16425,313,2903,2528.603688,2.76744186,2.389312977,5.156754838,,,,
melt,103,2899,832.2383974,1986,2899,16046.8491,309,2899,2496.715192,2.395348837,2.358778626,4.754127463,,,,
coach,113,2897,913.1162025,1969,2897,15910.84781,363,2897,2933.284792,2.627906977,2.770992366,5.398899343,,,,
model,110,2896,888.9121446,2010,2896,16242.84919,358,2896,2893.00498,2.558139535,2.732824427,5.290963962,,,,
punch,137,2892,1107.28897,1839,2892,14863.53588,359,2892,2901.582045,3.186046512,2.740458015,5.926504527,,,,
entitle,80,2886,646.7581954,2043,2886,16516.58741,346,2886,2797.229195,1.860465116,2.641221374,4.50168649,,,,
revise,110,2877,889.6359842,2031,2877,16425.91531,357,2877,2887.273149,2.558139535,2.72519084,5.283330375,,,,
spit,62,2876,501.4527385,1982,2876,16030.31174,505,2876,4084.413434,1.441860465,3.854961832,5.296822297,,,,
yell,110,2871,889.8655589,1938,2871,15677.81321,363,2871,2936.556344,2.558139535,2.770992366,5.329131901,,,,
warrant,114,2854,922.901132,2027,2854,16409.82978,316,2854,2558.217173,2.651162791,2.41221374,5.063376531,,,,
forecast,151,2845,1222.916,1956,2845,15841.21653,304,2845,2462.029562,3.511627907,2.320610687,5.832238594,,,,
sort,113,2836,915.5202317,1865,2836,15110.1348,288,2836,2333.361298,2.627906977,2.198473282,4.826380259,,,,
deprive,102,2835,826.4347548,1958,2835,15864.30637,313,2835,2536.020375,2.372093023,2.389312977,4.761406,,,,
rebuild,115,2833,931.8458073,1921,2833,15565.87649,332,2833,2690.198331,2.674418605,2.534351145,5.20876975,,,,
exit,144,2826,1167.18915,1949,2826,15797.58093,318,2826,2577.542706,3.348837209,2.427480916,5.776318125,,,,
rape,91,2825,737.630896,1770,2825,14347.32622,375,2825,3039.687758,2.11627907,2.86259542,4.97887449,,,,
constitute,93,2823,753.9084082,1974,2823,16002.31395,325,2823,2634.626158,2.162790698,2.480916031,4.643706728,,,,
drown,102,2822,826.9034137,1913,2822,15508.49245,356,2822,2886.055052,2.372093023,2.717557252,5.089650275,,,,
cheat,124,2821,1005.299065,1892,2821,15338.918,319,2821,2586.212918,2.88372093,2.435114504,5.318835434,,,,
dissolve,103,2821,835.0468043,1929,2821,15638.88627,333,2821,2699.714425,2.395348837,2.541984733,4.93733357,,,,
distract,114,2817,924.3882709,1932,2817,15665.94859,317,2817,2570.448087,2.651162791,2.419847328,5.071010119,,,,
hug,117,2816,948.7558064,1932,2816,15666.63434,343,2816,2781.395227,2.720930233,2.618320611,5.339250843,,,,
price,101,2810,819.2267864,1810,2810,14681.1929,327,2810,2652.34811,2.348837209,2.496183206,4.845020415,,,,
entertain,127,2807,1030.252469,1928,2807,15640.36819,333,2807,2701.370647,2.953488372,2.541984733,5.495473105,,,,
tailor,120,2798,973.8521551,1957,2798,15881.90556,332,2798,2694.324296,2.790697674,2.534351145,5.325048819,,,,
pretend,107,2794,868.5045351,1820,2794,14772.69396,320,2794,2597.39674,2.488372093,2.442748092,4.931120185,,,,
mandate,110,2783,893.2889259,2034,2783,16517.72432,350,2783,2842.282946,2.558139535,2.671755725,5.22989526,,,,
confine,92,2779,747.2466616,1885,2779,15310.43432,419,2779,3403.221209,2.139534884,3.198473282,5.338008166,,,,
sense,89,2777,722.9439785,1863,2777,15133.08575,318,2777,2583.103204,2.069767442,2.427480916,4.497248358,,,,
interrupt,106,2773,861.1871489,1937,2773,15736.97648,386,2773,3136.021127,2.465116279,2.946564885,5.411681165,,,,
voice,125,2771,1015.641044,1899,2771,15429.61874,325,2771,2640.666714,2.906976744,2.480916031,5.387892775,,,,
immunocompromise,128,2766,1040.247533,2164,2766,17586.68485,342,2766,2779.411377,2.976744186,2.610687023,5.587431209,,,,
poison,71,2743,577.6049805,1866,2743,15180.43512,331,2743,2692.778148,1.651162791,2.526717557,4.177880348,,,,
intervene,126,2735,1025.413368,1860,2735,15137.05449,339,2735,2758.850253,2.930232558,2.58778626,5.518018818,,,,
revive,103,2734,838.2723935,1845,2734,15015.65598,263,2734,2140.443102,2.395348837,2.007633588,4.402982425,,,,
strive,129,2731,1050.016721,1889,2731,15375.82625,279,2731,2270.966396,3,2.129770992,5.129770992,,,,
stabilize,120,2726,976.9795773,1909,2726,15542.11678,302,2726,2458.731936,2.790697674,2.305343511,5.096041186,,,,
expire,130,2720,1058.680908,1946,2720,15847.63882,341,2720,2777.001458,3.023255814,2.603053435,5.626309249,,,,
reside,117,2720,952.8128169,1871,2720,15236.86137,300,2720,2443.109787,2.720930233,2.290076336,5.011006568,,,,
govern,102,2715,830.8449456,1867,2715,15207.72072,295,2715,2402.933911,2.372093023,2.251908397,4.62400142,,,,
ship,115,2713,936.8216697,1848,2713,15054.31692,339,2713,2761.587357,2.674418605,2.58778626,5.262204864,,,,
reunite,128,2712,1042.770425,1830,2712,14908.35842,334,2712,2720.979078,2.976744186,2.549618321,5.526362507,,,,
shorten,100,2712,814.6643945,1884,2712,15348.27719,352,2712,2867.618669,2.325581395,2.687022901,5.012604296,,,,
engineer,86,2706,700.8018004,1766,2706,14390.88348,327,2706,2664.676613,2,2.496183206,4.496183206,,,,
spare,81,2705,660.0874401,1919,2705,15638.36787,284,2705,2314.380654,1.88372093,2.167938931,4.051659862,,,,
